StockCode,index
22344,1381
22343,1380
22296,1334
22295,1333
22170,1220
22169,1219
21769,912
21763,908
22549,1567
20799,228
21658,816
84750a,2545
79067,2264
22202,1252
46000s,2061
46000r,2060
46000m,2058
22496,1517
22415,1441
10134,7
21790,927
21667,824
22200,1250
21467,677
22261,1299
22262,1300
46000u,2062
20803,231
84893,2630
84562a,2457
20727,177
22175,1225
20704,162
22176,1226
22319,1356
22535,1554
21251,506
21623,782
22537,1556
22740,1748
21833,965
21249,504
22650,1665
22149,1201
22139,1192
22565,1582
22587,1604
22566,1583
21977,1061
85232a,2960
20969,298
20970,299
20971,300
20981,310
20982,311
22570,1587
22586,1603
21125,409
21564,751
21638,797
21644,803
21645,804
20972,301
85098b,2815
22540,1559
22543,1561
22533,1552
22544,1562
84380,2393
15034,12
21085,380
21091,385
22664,1677
21928,1036
21929,1037
21541,730
21542,731
21647,805
21558,746
21282,531
21283,532
70007,2159
22752,1760
22440,1466
22435,1461
84375,2391
22349,1386
21842,970
70006,2158
85038,2763
79072,2266
20734,183
20738,186
22899,1865
44234,2056
79190a,2273
79190b,2274
79191b,2276
22897,1863
20717,170
20751,191
22894,1860
22754,1762
22753,1761
22755,1763
22757,1765
22539,1558
22618,1634
21706,857
21710,861
21708,859
21707,858
84510a,2430
21619,778
84988,2705
84968e,2684
21589,763
21592,766
21078,376
21655,813
21127,411
21186,451
21614,773
21711,862
21789,926
21788,925
22437,1463
22627,1643
22637,1653
40016,2050
40018f,2052
47566,2102
82011b,2300
82581,2316
21973,1057
85123a,2837
21473,683
21474,684
21476,685
22039,1093
22214,1261
85067,2794
21677,833
15058a,22
15058b,23
22198,1248
22489,1511
22550,1568
21584,759
16219,63
21703,854
21785,922
22607,1623
22083,1137
21918,1029
17003,76
20974,303
85227,2950
21829,962
22421,1447
21491,697
22818,1820
22651,1666
22909,1874
22950,1905
22952,1907
22959,1911
22735,1743
85016,2725
22082,1136
22620,1636
85015,2724
21661,818
21868,983
21115,402
16169n,53
84313a,2381
84313b,2382
22616,1632
22077,1131
22046,1100
22035,1089
21898,1010
21897,1009
21894,1006
22711,1724
22710,1723
22636,1652
22493,1514
22115,1169
22099,1153
85027l,2741
82095,2303
22800,1803
22702,1715
21260,514
21407,627
85018d,2729
22316,1353
21987,1069
21327,564
35599b,1954
71406c,2168
21988,1070
85049e,2779
20749,189
21441,655
22076,1130
22221,1268
22223,1270
22236,1279
22641,1657
35241,1946
85064,2791
21351,581
22577,1594
22593,1609
22600,1616
45008c,2057
22063,1117
21016,337
85068,2795
21130,414
84937,2668
84968f,2685
84856l,2610
21906,1018
22038,1092
22040,1094
22050,1104
79030g,2262
85163a,2878
85176,2899
22260,1298
85117,2832
85093,2811
85008,2719
84762a,2553
84533b,2445
82613d,2331
22282,1320
21084,379
21090,384
22304,1341
37474,2029
22263,1301
21076,374
21844,972
22323,1360
85063,2790
21755,901
22224,1271
21622,781
21765,910
84016,2339
22220,1267
84033,2349
84755,2550
22456,1481
21875,990
21067,369
21040,352
22023,1077
22033,1087
22091,1145
79066k,2263
21810,943
21326,563
21354,583
21356,585
35607a,1958
21819,952
22654,1669
22127,1180
22128,1181
82578,2314
84970l,2687
84970s,2688
21391,614
21811,944
22591,1607
90200c,3030
90200b,3029
90200a,3028
84912a,2640
21992,1074
21993,1075
22158,1210
22161,1211
21846,974
22162,1212
22306,1343
22595,1611
22597,1613
22768,1775
22855,1850
84347,2386
90200d,3031
21933,1041
21932,1040
72529w,2193
22188,1238
22189,1239
22277,1315
22580,1597
22589,1606
84819,2587
35969,1999
84568,2460
21381,605
21330,567
21942,1046
21557,745
21945,1049
20731,181
20729,179
20730,180
84986b,2703
84985a,2701
22129,1182
21214,478
21215,479
21126,410
84854,2608
84789,2562
72800f,2228
84950,2675
72799f,2222
22419,1445
22459,1484
37495,2040
22151,1203
47504k,2095
22152,1204
72799e,2221
72800e,2227
21615,774
21547,735
21832,964
85169a,2887
85049g,2781
21872,987
22034,1088
22123,1177
22117,1171
22322,1359
21580,756
21064,366
22301,1338
71403,2167
84012,2338
21528,717
21534,723
22321,1358
22300,1337
21392,615
21399,622
21398,621
21397,620
21396,619
84670,2512
21393,616
22256,1295
22678,1691
22681,1694
22585,1602
22674,1687
22676,1689
22677,1690
22680,1693
22679,1692
22682,1695
22685,1698
22684,1697
22683,1696
22619,1635
35809a,1967
82582,2317
22606,1622
22211,1259
21165,439
22785,1791
22786,1792
22941,1896
22942,1897
21555,743
21745,894
22469,1492
22494,1515
16161u,46
79320,2281
85164b,2880
21444,658
85086a,2804
85184d,2909
85184c,2908
84843,2600
21157,431
84815,2584
79191c,2277
20661,130
17108d,96
22098,1152
35001w,1933
35809b,1968
35810b,1970
35961,1991
22567,1584
22547,1565
22814,1816
22961,1913
22966,1918
22963,1915
22962,1914
21786,923
21870,985
21873,988
21983,1065
21984,1066
22092,1146
22095,1149
21520,713
21733,882
22315,1352
22197,1247
22652,1667
21169,442
21179,448
21154,428
22560,1577
82599,2322
22097,1151
22100,1154
84378,2392
21891,1003
21903,1015
21892,1004
47480,2081
84077,2352
84945,2670
21318,556
21319,557
21320,558
21504,706
21518,711
17013d,79
22194,1244
85124a,2838
21219,483
85124c,2840
85132b,2856
85132c,2857
85178,2901
22452,1478
22439,1465
21826,959
16012,28
22745,1753
22746,1754
22759,1767
21209,473
22464,1487
21198,462
21208,472
21195,460
22583,1600
22584,1601
85131a,2851
85131d,2854
22079,1133
22078,1132
22582,1599
21206,470
21207,471
16238,68
85132a,2855
47593a,2125
16237,67
21718,868
47505,2096
84536b,2450
21203,467
21095,388
10120,1
22230,1275
84932d,2666
22148,1200
40018e,2051
21092,386
21096,389
21099,391
84932a,2663
84932b,2664
21082,378
20984,313
21059,361
21088,382
21544,733
22021,1076
21224,488
84932c,2665
21061,363
21222,486
21221,485
85206b,2936
85097b,2814
21223,487
21648,806
20865,256
47593b,2126
84836,2595
21333,570
20976,305
85089,2807
84535a,2447
84671b,2513
40046a,2053
20696,156
18096c,112
82483,2305
84580,2467
84620,2489
84773,2559
85129c,2846
21054,357
21390,613
21278,527
21269,520
21259,513
72807b,2240
20753,193
20754,194
20931,279
21402,625
21414,633
72756,2210
21051,356
22178,1228
21841,969
21837,967
21756,902
21245,500
72807c,2241
79321,2282
21990,1072
22908,1873
21108,396
15039,14
22662,1675
22669,1682
35015,1939
35400,1948
82613b,2329
84341b,2385
84676,2518
21495,700
21205,469
21562,749
21679,835
21881,996
21882,997
47504h,2094
85177,2900
84356,2388
22548,1566
16236,66
21380,604
22903,1868
22670,1683
22341,1378
22904,1869
47566b,2103
47568,2105
82494l,2308
84691,2530
21188,453
21190,455
21340,575
84946,2671
21730,879
21736,885
21764,909
21768,911
21780,919
21836,966
21908,1020
21911,1022
22096,1150
21274,523
21171,443
21185,450
21257,511
21272,522
21276,525
21411,630
21303,546
21323,561
21324,562
22171,1221
85121b,2835
85065,2792
84949,2674
84948,2673
84919,2646
84918,2645
84910a,2639
84907,2637
84880,2626
84818,2586
84689,2528
84688,2527
84686,2525
85121c,2836
48195,2144
84685,2524
82580,2315
84406b,2398
84657,2501
84658,2502
84684,2523
10133,6
20998,325
20840,243
85071a,2796
35609a,1959
22436,1462
22704,1717
22621,1637
22563,1580
10125,5
21204,468
21202,466
22536,1555
84247n,2369
21675,831
85221,2945
47471,2080
21395,618
21439,653
22180,1230
35970,2000
85017a,2726
85017c,2728
85017b,2727
22741,1749
22747,1755
22748,1756
22812,1814
22813,1815
22907,1872
22969,1920
22964,1916
22923,1888
22913,1878
22820,1822
22968,1919
22457,1482
22806,1809
22821,1823
22744,1752
22733,1741
22739,1747
22734,1742
22945,1900
22816,1818
22731,1739
22743,1751
22601,1617
22466,1489
22150,1202
22478,1501
22491,1512
22526,1546
22477,1500
21944,1048
22135,1188
35922,1981
22252,1291
84464,2411
21027,342
16169f,50
22767,1774
20957,291
22168,1218
21802,935
21803,936
22578,1595
22571,1588
22572,1589
22573,1590
22574,1591
22576,1593
22603,1619
22737,1745
85199l,2927
22579,1596
21801,934
21668,825
21669,826
22895,1861
22898,1864
20684,148
21539,728
22448,1474
47591a,2119
21704,855
21328,565
22705,1718
47591b,2120
22516,1536
22515,1535
22517,1537
85136a,2861
85231l,2959
21709,860
85231b,2956
85231e,2957
22075,1129
22219,1266
22044,1098
85199s,2928
16169c,49
16169p,54
84247c,2363
84247k,2367
85049a,2775
20967,296
47422,2078
85232d,2962
22324,1361
21830,963
21705,856
21026,341
21025,340
22068,1122
22502,1523
22501,1522
84715,2539
71053,2161
22801,1804
84832,2594
22798,1801
21041,353
22764,1771
21035,349
21358,587
22799,1802
22849,1845
22788,1793
22043,1097
22910,1875
84947,2672
22766,1773
21191,456
21494,699
22465,1488
21247,502
21653,811
22700,1713
21270,521
21355,584
22390,1420
20886,263
21827,960
21662,819
21612,771
21845,973
21500,704
21609,768
21611,770
20658,127
22480,1503
22482,1505
84913a,2642
84839,2597
48197,2145
84247e,2364
35964,1994
35637a,1962
35598d,1953
35833g,1973
44230,2055
84968d,2683
84968c,2682
84968b,2681
84968a,2680
20829,238
82486,2307
20866,257
20794,226
20772,212
20771,211
20767,207
47367b,2075
21721,871
22511,1531
22446,1472
85129a,2844
21461,671
21281,530
21471,681
22279,1317
84536a,2449
21100,392
79190d,2275
22794,1797
21114,401
20868,259
20867,258
84912b,2641
85087,2805
35951,1986
21651,809
21000,326
21001,327
21002,328
21943,1047
22081,1135
16169m,52
22336,1373
15036,13
21201,465
21720,870
21930,1038
22305,1342
22146,1198
22779,1786
84870b,2617
84870c,2618
85113,2827
47589,2116
35924,1983
21463,673
21464,674
35471a,1949
22087,1141
21713,863
21063,365
21427,645
22259,1297
22246,1285
22258,1296
35915b,1978
22270,1308
35921,1980
37464,2027
22036,1090
21438,652
21486,694
16239,69
90167,3009
85186c,2915
85196,2924
85205b,2934
20618,118
20828,237
85206a,2935
72484,2191
84532b,2444
37502,2043
85186a,2914
75013b,2251
77101a,2256
37482p,2032
22900,1866
22807,1810
21946,1050
21985,1067
21017,338
22498,1519
84563b,2459
84563a,2458
21610,769
20952,289
84934,2667
85175,2898
20758,198
20759,199
20755,195
20770,210
20769,209
20768,208
21445,659
21446,660
21447,661
22479,1502
84927a,2656
21415,634
21416,635
21529,718
85007,2718
22031,1085
22946,1901
22294,1332
21693,848
21688,843
21098,390
22474,1497
79029,2259
84849d,2607
16008,26
18007,110
20764,204
21775,916
84675,2517
79323w,2289
79323p,2287
79323b,2283
21007,330
21743,892
21744,893
84625b,2493
22227,1272
22187,1237
22186,1236
22184,1234
22575,1592
22163,1213
22513,1533
22512,1532
22592,1608
22596,1612
21808,941
21809,942
21812,945
21813,946
21815,948
21818,951
22673,1686
22672,1685
22488,1510
21907,1019
22103,1157
22118,1172
22460,1485
21910,1021
22154,1206
21820,953
21823,956
21824,957
21825,958
20903,274
21116,403
21131,415
21132,416
21162,436
21313,552
21314,553
21331,568
84584,2469
85034b,2755
85204,2932
85203,2931
85180b,2905
85096,2813
85071b,2797
85054,2784
85030,2744
20671,139
84929,2660
84924a,2648
84760s,2551
84663a,2508
84660c,2505
84660b,2504
84596b,2473
84595e,2472
20668,136
21408,628
35095b,1941
35095a,1940
22944,1899
22863,1852
22862,1851
21681,837
21682,838
21683,839
21684,840
21737,886
21410,629
21332,569
71101e,2162
47574a,2108
37467,2028
35923,1982
21344,577
21385,609
35600d,1956
22130,1183
22310,1347
22284,1322
22470,1493
22986,1930
22156,1208
22269,1307
84971s,2690
21341,576
22458,1483
22605,1621
22093,1147
22265,1303
22285,1323
22291,1329
84791,2563
20997,324
22249,1288
21255,509
22293,1331
22292,1330
21806,939
37340,2010
21949,1053
16168m,48
21265,518
72351b,2190
84989a,2706
72351a,2189
21011,333
22155,1207
22581,1598
85032a,2748
85032b,2749
21896,1008
21329,566
85059,2786
85169c,2889
85169d,2890
85014c,2722
22330,1367
22177,1227
21784,921
22032,1086
47570,2106
21299,544
21659,817
21664,821
21692,847
21696,851
21738,887
20660,129
20662,131
20663,132
21466,676
22120,1174
84352,2387
21821,954
21412,631
47503j,2089
16156l,40
21172,444
85019b,2731
85019c,2732
22147,1199
15044d,18
21548,736
21549,737
22185,1235
22297,1335
20692,152
85174,2897
85042,2770
85141,2864
85142,2865
85028s,2743
84993a,2711
84989b,2707
84993b,2712
85092,2810
84985b,2702
22085,1139
22610,1626
21774,915
84678,2519
21633,792
21632,791
22122,1176
20669,137
20615,115
20652,122
20622,121
84927f,2659
84944,2669
85114a,2828
72586,2194
35833p,1974
35004b,1934
22914,1879
22758,1766
79163,2271
20932,280
84801b,2576
21146,425
21143,422
21689,844
84809a,2582
20893,267
21581,757
16014,29
16016,31
22686,1699
21626,785
22611,1627
21899,1011
21248,503
21866,981
21650,808
16259,74
20832,241
20992,320
21034,348
21163,437
21161,435
21900,1012
21828,961
47503a,2084
85061w,2788
22906,1871
22529,1548
21719,869
21724,874
21726,876
85183b,2907
85183a,2906
21934,1042
22125,1179
22438,1464
21902,1014
22528,1547
21922,1030
21924,1032
84795d,2568
21923,1031
16218,62
47592a,2123
22796,1799
22765,1772
84840,2598
84913b,2643
47591d,2122
21781,920
21777,917
82607c,2326
21010,332
16207a,59
20686,150
35645,1963
47503e,2085
72818,2248
22065,1119
22307,1344
21349,579
85226c,2949
22546,1564
22545,1563
22069,1123
21111,399
21109,397
22532,1551
21226,489
71477,2170
20871,261
21275,524
21618,777
22939,1894
84847,2604
22283,1321
84598,2482
84569c,2463
21033,347
21440,654
35953,1987
22947,1902
22643,1659
20897,270
20898,271
22642,1658
22640,1656
22639,1655
22638,1654
84683,2522
21656,814
21197,461
22732,1740
22891,1857
82616c,2335
22653,1668
84899f,2633
51008,2146
84006,2336
84086c,2355
84899e,2632
22569,1586
84461,2410
84218,2359
84905,2636
84592,2470
84797b,2572
84797a,2571
10135,8
85031b,2746
85031a,2745
85006,2717
22389,1419
22391,1421
22393,1422
21357,586
22124,1178
22108,1162
22116,1170
22896,1862
22955,1909
85212,2939
85213,2940
21442,656
22251,1290
20653,123
84531b,2443
84219,2360
85200,2929
84429a,2400
35599d,1955
84661b,2507
84661a,2506
84859a,2613
35811a,1971
35810a,1969
85162b,2876
85162c,2877
85162a,2875
21117,404
46118,2064
85119,2834
22229,1274
22228,1273
22475,1498
20619,119
47585a,2114
47586a,2115
84467,2414
84469,2415
84909a,2638
20990,318
81950b,2297
21723,873
22953,1908
21725,875
84826,2591
21383,607
84437a,2401
22141,1193
84569b,2462
84507c,2421
20672,140
84534b,2446
84709b,2537
22420,1446
85090,2808
84509g,2429
46126a,2065
21722,872
37333,2009
84522,2438
21374,598
20798,227
20689,151
16161g,43
82613a,2328
47579,2111
84510b,2431
22058,1112
21884,999
20752,192
85163b,2879
84845d,2602
37446,2021
22106,1160
72789,2215
21545,734
84856s,2611
22538,1557
c2,3056
20617,117
21865,980
22984,1928
21905,1017
21200,464
21189,454
82567,2313
22041,1095
85169b,2888
22756,1764
79030a,2260
84405a,2397
85160a,2872
22287,1325
20941,286
84509c,2427
46775d,2066
22943,1898
21493,698
22974,1923
62095b,2155
37492a,2035
21586,760
21621,780
22499,1520
84619,2488
84529c,2441
21640,799
16256b,70
20864,255
84030e,2344
22049,1103
22173,1223
22074,1128
22207,1255
21307,549
84270,2375
84969,2686
22602,1618
21916,1027
22299,1336
85040b,2768
17091a,91
21220,484
21690,845
16052,39
22926,1891
84199,2357
84581,2468
72750b,2202
85062,2789
22514,1534
21714,864
17109d,100
21401,624
84466,2413
84821,2589
84820,2588
20943,287
22395,1424
84509f,2428
21089,383
16048,37
85173,2896
85222,2946
22281,1319
84984a,2697
84984d,2700
84984c,2699
84984b,2698
21747,896
21750,898
20940,285
22671,1684
22675,1688
72807a,2239
72815,2245
21400,623
85035b,2758
84706d,2532
72008,2171
22541,1560
72800c,2225
72800d,2226
72800a,2223
21628,787
21627,786
85170c,2893
22210,1258
37485,2034
22280,1318
21004,329
21530,719
22165,1215
22182,1232
84817,2585
85020,2733
79071b,2265
22183,1233
47504e,2091
21403,626
21478,687
47591c,2121
84531a,2442
20986,315
22143,1195
22335,1372
22338,1375
22694,1707
85130a,2848
21350,580
21421,640
21422,641
85031c,2747
84782c,2561
21878,993
84762b,2554
22121,1175
22119,1173
21540,729
21532,721
21538,727
21901,1013
85124b,2839
21624,783
84763,2556
21552,740
21338,573
21551,739
21550,738
21339,574
35004s,1938
85033s,2753
22988,1931
85208,2937
22703,1716
85214,2941
85118,2833
35968,1998
72127,2175
72128,2176
72130,2178
72131,2179
72132,2180
72802b,2235
85035a,2757
85127,2843
21367,595
20748,188
20839,242
22101,1155
21817,950
22144,1196
22965,1917
84795b,2566
22208,1256
20773,213
22927,1892
22905,1870
84707b,2534
22832,1830
20774,214
20757,197
21167,441
21657,815
21807,940
22831,1829
20765,205
35954,1988
85179a,2902
35958,1990
62018,2153
84827,2592
20980,309
22190,1240
85167b,2884
84874b,2619
16011,27
84952c,2678
84952b,2677
20894,268
21413,632
21635,794
22854,1849
37343,2011
85161,2874
21587,761
21591,765
22142,1194
85144,2866
72817,2247
22777,1784
22778,1785
47013c,2071
47013a,2070
20761,201
21804,937
21613,772
17164b,104
20762,202
84596e,2474
22599,1615
22598,1614
22209,1257
84559b,2455
21250,505
85106,2821
47469,2079
37476,2031
21293,541
21306,548
21867,982
20766,206
22157,1209
22695,1708
22696,1709
22811,1813
84754,2549
35991,2007
16225,64
37424,2016
21642,801
21849,976
85035c,2759
84596f,2475
84596k,2478
84596l,2479
84744,2542
85036a,2760
85036b,2761
85084,2803
84569d,2464
18097c,113
20775,215
10123g,3
16020c,32
16235,65
35967,1997
47021g,2072
62096b,2157
75049l,2252
20996,323
21590,764
82616b,2334
21253,508
84876d,2623
84795c,2567
85047,2773
84800m,2575
72232,2186
35966,1996
35594,1951
35931,1984
22776,1783
22852,1847
72814,2244
90120d,2989
72793,2216
84559a,2454
37461,2026
84559d,2456
85024c,2737
85025c,2739
21794,931
17033,81
21106,394
16212,60
22770,1777
22289,1327
16047,36
16046,35
90093,2983
90085,2979
20950,288
72816,2246
84659a,2503
22911,1876
21009,331
51020b,2152
84990,2708
21876,991
21631,790
22153,1205
16258a,72
21018,339
84519b,2435
84519a,2434
21490,696
72122,2174
37509,2047
22647,1663
21926,1034
47503h,2088
85135a,2858
20854,248
18098c,114
90200e,3032
90146,2998
90032,2970
47574b,2109
47343a,2074
35649,1965
35647,1964
84916,2644
84924d,2649
84925d,2651
84975,2693
85034c,2756
85040a,2767
85109,2823
72799c,2219
72799d,2220
79160,2269
82597,2321
82607a,2325
84708b,2535
37441,2017
79164,2272
75131,2253
84526,2439
90129a,2993
90088,2981
90090,2982
21279,528
21133,417
17181,109
84306,2380
84292,2379
90057,2972
22481,1504
22102,1156
90214r,3051
22167,1217
21593,767
21364,592
84472,2416
46000p,2059
21359,588
22241,1280
22286,1324
22288,1326
21193,458
21194,459
84456,2405
85198,2926
72140e,2183
21458,668
21437,651
21038,350
21470,680
21469,679
37508,2046
85060,2787
21850,977
51012c,2147
18094c,111
85231g,2958
22290,1328
84227,2361
35160,1944
84802a,2577
79323gr,2285
17165b,106
21869,984
16156n,41
21335,571
21641,800
21643,802
90185c,3018
84931b,2662
90002a,2963
90087,2980
84508a,2422
84508b,2423
21174,446
84081,2354
22053,1107
20698,158
85189,2919
85188a,2917
84837,2596
16216,61
20993,321
37410,2013
16202e,57
16202a,55
35838a,1975
35838b,1976
84255b,2374
85036c,2762
20869,260
21851,978
79323lp,2286
21112,400
21287,536
21740,889
16161m,44
22848,1844
22830,1828
22780,1787
22760,1768
22763,1770
22769,1776
21192,457
22762,1769
84569a,2461
20862,253
82081,2302
47504g,2093
84051,2351
85078,2800
21199,463
85202,2930
20901,273
84796b,2570
84796a,2569
85032d,2751
35962,1992
22594,1610
21043,355
22804,1807
84576,2465
21927,1035
22057,1111
85028l,2742
84849a,2605
37494a,2039
20699,159
